,session_no,Member_name,Days_attended,question_count
4766,236,ashwani kumar,  15,
4767,236,vayalar ravi,  14,2.0
4768,236,abhishek manu singhvi,  8,
4769,236,renuka chowdhury,  17,30.0
4770,236,satish sharma,  17,
4771,236,mukut mithi,  16,
4772,236,b.k. hariprasad, 13,31.0
4773,236,m.s. gill,  15,
4774,236,e.m. sudarsana natchiappan,  16,4.0
4775,236,vijay jawaharlal darda,  7,31.0
4776,236,rajani ashokrao patil,  17,
4777,236,wansuk syiem, 17,30.0
4778,236,vijaylaxmi sadho,  17,24.0
4779,236,naznin faruque,  11,10.0
4780,236,p. kannan, 6,
4781,236,ashk ali tak,  17,
4782,236,pradeep kumar balmuchu, 17,23.0
4783,236,mahendra singh mahra, 17,34.0
4784,236,,,
4785,235,raj babbar, 12,15.0
4786,235,arun jaitley,  M,
4787,235,manohar parrikar,  M,
4788,235,mukhtar abbas naqvi, M,
4789,235,nirmala sitharaman, M,
4790,235,chaudhary birender singh,  M,
4791,235,avinash rai khanna,  13,22.0
4792,235,vinay katiyar,  11,
4793,235,prabhat jha,  1,33.0
4794,235,anil madhav dave,  12,
4795,235,chandan mitra,  13,21.0
4796,235,nand kumar sai, 7,
4797,235,tarun vijay, 13,4.0
4798,235,aayanur manjunatha, 11,33.0
4799,235,prabhakar kore, 7,7.0
4800,235,shankarbhai n. vegad,  11,
4801,235,meghraj jain,  13,
4802,235,ajay sancheti,  9,15.0
4803,235,ranvijay singh judev, 13,
4804,235,chunibhai kanjibhai gohel,  13,
4805,235,mahant shambhuprasadji tundiya,  11,
4806,235,lal sinh vadodia,  12,16.0
4807,235,ram narain dudi,  13,
4808,235,m. venkaiah naidu,  M,
4809,235,ravi shankar prasad,  M,
4810,235,thaawarchand gehlot,  M,
4811,235,najma a. heptulla,  M,
4812,235,jagat prakash nadda,  M,
4813,235,dharmendra pradhan,  M,
4814,235,piyush goyal,  M,
4815,235,suresh prabhu,  M,
4816,235,smriti zubin irani,  M,
4817,235,prakash javadekar,  M,
4818,235,satyanarayan jatiya,  13,15.0
4819,235,v.p. singh badnore,  13,
4820,235,sardar sukhdev singh dhindsa,  10,
4821,235,y. s. chowdary,  M,
4822,235,sanjay raut,  13,29.0
4823,235,c.p. thakur,  13,
4824,235,vijay goel,  13,8.0
4825,235,bimla kashyap sood,  12,8.0
4826,235,c.m. ramesh,  11,28.0
4827,235,sardar balwinder singh bhunder,  12,19.0
4828,235,naresh gujral,  13,17.0
4829,235,rajkumar dhoot,  10,26.0
4830,235,bhupender yadav,  11,8.0
4831,235,dilipbhai pandya,  12,15.0
4832,235,bhushan lal jangde, 13,13.0
4833,235,ramdas athawale,  11,34.0
4834,235,parimal nathwani,  2,33.0
4835,235,rajeev chandrasekhar, 13,12.0
4836,235,k. r. arjunan,  13,2.0
4837,235,a. k. selvaraj,  12,33.0
4838,235,basawaraj patil, 13,10.0
4839,235,rangasayee ramakrishna, 13,4.0
4840,235,mansukh mandaviya,  10,
4841,235,narayan lal panchariya,  11,20.0
4842,235,anil desai,  13,14.0
4843,235,thota seetharama lakshmi,  12,7.0
4844,235,gundu sudharani,  13,19.0
4845,235,paul manoj pandian,  13,29.0
4846,235,vijila sathyananth,  13,4.0
4847,235,v. maitreyan,  11,17.0
4848,235,r. k. sinha,  9,
4849,235,shamsher singh manhas,  13,1.0
4850,235,amar shankar sable,  13,5.0
4851,235,mir mohammad fayaz,  9,
4852,235,nazir ahmed laway,  13,8.0
4853,235,sanjay dattatraya kakade,  4,
4854,235,garikapati mohan rao,  9,10.0
4855,235,d. kupendra reddy, 9,18.0
4856,235,a. w. rabi bernard,  13,24.0
4857,235,hishey lachungpa,  9,
4858,235,a.v. swamy,  13,4.0
4859,235,a. navaneethakrishnan,  13,
4860,235,dilip kumar tirkey,  13,3.0
4861,235,derek o' brien,  13,
4862,235,sharad pawar,  8,
4863,235,sukhendu sekhar ray,  12,
4864,235,s. muthukaruppan,  13,
4865,235,devender goud t.,  13,28.0
4866,235,praful patel,  10,
4867,235,kanimozhi,  11,11.0
4868,235,sasikala pushpa ramaswamy,  12,
4869,235,kalpataru das,  1,
4870,235,tiruchi siva,  13,8.0
4871,235,mahendra prasad,  6,
4872,235,t. rathinavel,  13,25.0
4873,235,r. lakshmanan,  12,28.0
4874,235,baishnab parida,  13,7.0
4875,235,k.p. ramalingam,  12,29.0
4876,235,d.p. tripathi,  13,3.0
4877,235,k.c. tyagi,  12,24.0
4878,235,md. nadimul haque,  12,29.0
4879,235,h.k. dua,13,
4880,235,anu aga,11,
4881,235,rekha,1,
4882,235,ashok s. ganguly,11,
4883,235,javed akhtar,8,
4884,235,sachin ramesh tendulkar,1,
4885,235,vijay mallya, 5,8.0
4886,235,ram jethmalani,  13,
4887,235,a.u. singh deo,  12,27.0
4888,235,khekiho zhimomi,  5,
4889,235,majeed memon,  13,17.0
4890,235,k.t.s. tulsi, 11,8.0
4891,235,k. parasaran,5,
4892,235,mrinal miri,12,
4893,235,ahamed hassan,  12,
4894,235,jogen chowdhury,  9,2.0
4895,235,d. bandyopadhyay,  11,1.0
4896,235,sarojini hembram,  6,17.0
4897,235,anubhav mohanty,  5,14.0
4898,235,bhupinder singh,  12,15.0
4899,235,ram kumar kashyap,  13,23.0
4900,235,vandana chavan,  11,24.0
4901,235,ishwarlal shankarlal jain,  7,
4902,235,s. thangavelu,  13,28.0
4903,235,mukul roy,  12,
4904,235,dola sen,  5,
4905,235,vivek gupta,  13,27.0
4906,235,sitaram yechury,  12,
4907,235,ram gopal yadav,  13,
4908,235,sharad yadav,  11,
4909,235,km. mayawati,  13,
4910,235,tapan kumar sen,  13,14.0
4911,235,naresh agrawal,  13,10.0
4912,235,ali anwar ansari,  12,
4913,235,d. raja,  13,18.0
4914,235,satish chandra misra,  12,
4915,235,t.k. rangarajan,  12,10.0
4916,235,kiranmay nanda,  13,14.0
4917,235,javed ali khan,  13,
4918,235,anil kumar sahani,  12,5.0
4919,235,ambeth rajan,  13,27.0
4920,235,veer singh,  13,
4921,235,jaya bachchan,  13,
4922,235,kanak lata singh,  13,13.0
4923,235,tazeen fatma,  13,
4924,235,k.n. balagopal,  12,16.0
4925,235,bashistha narain singh,  11,
4926,235,narendra kumar kashyap,  12,5.0
4927,235,prem chand gupta,  13,8.0
4928,235,ram nath thakur,  13,7.0
4929,235,ram chandra prasad singh,  12,
4930,235,t.n. seema,  8,22.0
4931,235,jharna das baidya,  13,17.0
4932,235,darshan singh yadav,  13,16.0
4933,235,vishambhar prasad nishad,  13,
4934,235,munquad ali,  13,
4935,235,chaudhary munvvar saleem,  13,4.0
4936,235,pyarimohan mohapatra,  8,6.0
4937,235,pavan kumar varma,  13,1.0
4938,235,harivansh,  13,28.0
4939,235,c.p. narayanan,  13,15.0
4940,235,alok tiwari,  12,
4941,235,arvind kumar singh,  13,22.0
4942,235,neeraj shekhar,  12,20.0
4943,235,rajaram,  13,
4944,235,k. keshava rao,  9,
4945,235,k.k. ragesh,  13,1.0
4946,235,ritabrata banerjee,  13,20.0
4947,235,kahkashan perween,  12,5.0
4948,235,gulam rasool balyawi,  12,13.0
4949,235,jugul kishore,  13,
4950,235,chandrapal singh yadav,  9,
4951,235,ravi prakash verma,  12,25.0
4952,235,sanjiv kumar, 13,3.0
4953,235,salim ansari,  13,17.0
4954,235,rajpal singh saini,  12,
4955,235,anand sharma,  12,13.0
4956,235,a.k. antony,  13,
4957,235,karan singh,  13,
4958,235,manmohan singh,  13,
4959,235,ahmed patel,  12,28.0
4960,235,digvijaya singh,  10,4.0
4961,235,k. rahman khan, 11,5.0
4962,235,janardan dwivedi,  13,
4963,235,motilal vora, 13,27.0
4964,235,t. subbarami reddy,  10,32.0
4965,235,oscar fernandes, 13,
4966,235,jairam ramesh, 13,
4967,235,kumari selja,  13,12.0
4968,235,rajeev shukla,  13,
4969,235,bhubaneswar kalita,  13,5.0
4970,235,narendra budania,  12,
4971,235,p.l. punia,  12,11.0
4972,235,k. chiranjeevi,  8,
4973,235,madhusudan mistry,  10,
4974,235,pramod tiwari,  13,14.0
4975,235,mani shankar aiyar,11,
4976,235,v. hanumantha rao,  12,
4977,235,jesudasu seelam,  13,3.0
4978,235,shadi lal batra,  10,
4979,235,parvez hashmi,  13,14.0
4980,235,k.v.p. ramachandra rao,  12,25.0
4981,235,mohd. ali khan,  13,34.0
4982,235,sanjay sinh,  11,19.0
4983,235,biswajit daimary,  13,
4984,235,viplove thakur,  13,17.0
4985,235,bhalchandra mungekar,13,12.0
4986,235,ananda bhaskar rapolu,  13,
4987,235,p. bhattacharya,  13,14.0
4988,235,shantaram naik, 13,20.0
4989,235,praveen rashtrapal,  6,2.0
4990,235,ranjib biswal,  12,25.0
4991,235,husain dalwai,  13,23.0
4992,235,joy abraham,  6,4.0
4993,235,abdul wahab,  6,
4994,235,ronald sapa tlau,  11,1.0
4995,235,palvai govardhan reddy,  13,25.0
4996,235,pankaj bora,  13,13.0
4997,235,santiuse kujur,  13,5.0
4998,235,dhiraj prasad sahu, 11,4.0
4999,235,avinash pande,  12,26.0
5000,235,haji abdul salam,  13,
5001,235,m.v. rajeev gowda, 13,28.0
5002,235,ghulam nabi azad,  LOP,
5003,235,p.j. kurien,  HDC,
5004,235,satyavrat chaturvedi,  10,
5005,235,ambika soni,  12,22.0
5006,235,mohsina kidwai, 13,23.0
5007,235,ashwani kumar,  11,
5008,235,vayalar ravi,  9,
5009,235,abhishek manu singhvi,  6,
5010,235,renuka chowdhury,  12,23.0
5011,235,satish sharma,  13,
5012,235,mukut mithi,  12,
5013,235,b.k. hariprasad, 13,24.0
5014,235,m.s. gill,  13,
5015,235,e.m. sudarsana natchiappan,  13,7.0
5016,235,vijay jawaharlal darda,  10,24.0
5017,235,rajani ashokrao patil,  11,
5018,235,wansuk syiem, 13,24.0
5019,235,vijaylaxmi sadho,  13,9.0
5020,235,naznin faruque,  12,7.0
5021,235,p. kannan, 13,
5022,235,ashk ali tak,  13,7.0
5023,235,pradeep kumar balmuchu, 8,33.0
5024,235,mahendra singh mahra, 11,20.0
5025,235,,,
5026,219Part2,manmohan singh,  PM,
5027,219Part2,ambika soni,  M,
5028,219Part2,prithviraj chavan,  M,
5029,219Part2,murli deora,  M,
5030,219Part2,saif-ud-din soz,  17,12.0
5031,219Part2,mohsina kidwai, 16,16.0
5032,219Part2,rishang keishing,  16,
5033,219Part2,r.k. dhawan,  15,
5034,219Part2,janardan dwivedi,  17,
5035,219Part2,sushila tiriya,  15,25.0
5036,219Part2,rajeev shukla,  15,3.0
5037,219Part2,narendra budania,  17,
5038,219Part2,prabha thakur,  17,12.0
5039,219Part2,viplove thakur,  12,38.0
5040,219Part2,alka balram kshatriya,  17,18.0
5041,219Part2,silvius condpan,  15,
5042,219Part2,praveen rashtrapal,  12,26.0
5043,219Part2,parvez hashmi,  17,9.0
5044,219Part2,shadi lal batra,  17,16.0
5045,219Part2,p. kannan, 9,
5046,219Part2,naznin faruque,  17,
5047,219Part2,a.k. antony,  M,
5048,219Part2,s.m. krishna, M,
5049,219Part2,ghulam nabi azad,  M,
5050,219Part2,karan singh,  12,
5051,219Part2,arjun singh,  7,
5052,219Part2,vayalar ravi,  M,
5053,219Part2,m.s. gill,  M,
5054,219Part2,g.k. vasan,  M,
5055,219Part2,ahmed patel,  14,
5056,219Part2,p.j. kurien,  16,10.0
5057,219Part2,oscar fernandes, 14,
5058,219Part2,jairam ramesh, M,
5059,219Part2,santosh bagrodia,  16,18.0
5060,219Part2,jayanthi natarajan,  10,30.0
5061,219Part2,b.k. hariprasad, 14,40.0
5062,219Part2,bhubaneswar kalita,  17,
5063,219Part2,mabel rebello, 16,30.0
5064,219Part2,ashwani kumar,  17,
5065,219Part2,satish sharma,  17,
5066,219Part2,t. subbarami reddy,  10,39.0
5067,219Part2,n. janardhana reddy,  17,
5068,219Part2,satyavrat chaturvedi,  17,20.0
5069,219Part2,nandi yellaiah,  14,19.0
5070,219Part2,rama chandra khuntia,  14,30.0
5071,219Part2,raashid alvi,  17,2.0
5072,219Part2,v. hanumantha rao,  12,4.0
5073,219Part2,arjun kumar sengupta,  9,
5074,219Part2,g. sanjeeva reddy,  13,
5075,219Part2,b. s. gnanadesikan,  10,
5076,219Part2,ram prakash,  17,24.0
5077,219Part2,k. keshava rao,  14,
5078,219Part2,mukut mithi,  17,
5079,219Part2,shantaram naik, 17,27.0
5080,219Part2,abhishek manu singhvi,  8,
5081,219Part2,e.m. sudarsana natchiappan,  17,15.0
5082,219Part2,vijay jawaharlal darda,  10,31.0
5083,219Part2,mohammad shafi,  14,
5084,219Part2,t. ratna bai,  16,35.0
5085,219Part2,k.v.p. ramachandra rao,  16,36.0
5086,219Part2,anil h. lad, 10,19.0
5087,219Part2,ishwar singh,  17,11.0
5088,219Part2,mohd. ali khan,  16,47.0
5089,219Part2,dhiraj prasad sahu, 14,23.0
5090,219Part2,radhakant nayak,  17,
5091,219Part2,gireesh kumar sanghi,  12,23.0
5092,219Part2,jesudasu seelam,  17,
5093,219Part2,biswajit daimary,  8,
5094,219Part2,swapan sadhan bose,  3,
5095,219Part2,motilal vora, 17,18.0
5096,219Part2,tariq anwar,  16,35.0
5097,219Part2,sitaram yechury,  16,7.0
5098,219Part2,mukul roy,  M,
5099,219Part2,prem chand gupta,  15,
5100,219Part2,d. raja,  17,21.0
5101,219Part2,amar singh,  2,8.0
5102,219Part2,prasanta chatterjee,  2,3.0
5103,219Part2,jabir husain,  17,
5104,219Part2,moinul hassan,  17,25.0
5105,219Part2,shyamal chakraborty,  16,17.0
5106,219Part2,mahendra prasad,  14,
5107,219Part2,rajniti prasad,  11,11.0
5108,219Part2,subhash prasad yadav,  7,
5109,219Part2,yogendra p. trivedi,  11,26.0
5110,219Part2,p. rajeeve,  17,36.0
5111,219Part2,tarini kanta roy,  6,3.0
5112,219Part2,penumalli madhu,  17,38.0
5113,219Part2,tapan kumar sen,  15,7.0
5114,219Part2,h.k. dua,17,1.0
5115,219Part2,shobhana bhartia,17,38.0
5116,219Part2,shyam benegal,12,
5117,219Part2,ashok s. ganguly,11,
5118,219Part2,javed akhtar,13,
5119,219Part2,m.s. swaminathan,14,
5120,219Part2,mani shankar aiyar,9,7.0
5121,219Part2,() kapila vatsyayan,17,
5122,219Part2,sardar tarlochan singh,  14,3.0
5123,219Part2,janardhan waghmare,  1,34.0
5124,219Part2,vasanthi stanley,  13,
5125,219Part2,kanimozhi,  6,20.0
5126,219Part2,b. jayashree,6,
5127,219Part2,bhalchandra mungekar,15,
5128,219Part2,ram dayal munda,15,
5129,219Part2,barun mukherji,  17,2.0
5130,219Part2,jharna das baidya,  16,1.0
5131,219Part2,p.r. rajan,  13,9.0
5132,219Part2,mohammed adeeb,  17,27.0
5133,219Part2,o.t. lepcha,  11,
5134,219Part2,thomas sangma, 15,6.0
5135,219Part2,ranjitsinh vijaysinh mohite-patil,  12,
5136,219Part2,a.a. jinnah,  17,1.0
5137,219Part2,g. n. ratanpuri,  17,16.0
5138,219Part2,r.c. singh,  17,36.0
5139,219Part2,sabir ali,  9,5.0
5140,219Part2,t.n. seema,  15,2.0
5141,219Part2,ahmad saeed malihabadi,  17,6.0
5142,219Part2,b.b. tiwari,  17,
5143,219Part2,satish chandra misra,  13,
5144,219Part2,shivanand tiwari,  17,30.0
5145,219Part2,v. maitreyan,  17,
5146,219Part2,brinda karat,  15,16.0
5147,219Part2,brajesh pathak,  17,
5148,219Part2,ram gopal yadav,  13,
5149,219Part2,k. malaisamy,  16,33.0
5150,219Part2,n. k. singh,  17,
5151,219Part2,mohammed amin,  17,3.0
5152,219Part2,virendra bhatia,  4,
5153,219Part2,ali anwar ansari,  10,5.0
5154,219Part2,akhilesh das gupta,  9,
5155,219Part2,t.k. rangarajan,  15,24.0
5156,219Part2,kamal akhtar,  16,28.0
5157,219Part2,mahendra mohan,  15,13.0
5158,219Part2,jai prakash,  9,
5159,219Part2,veer singh,  11,
5160,219Part2,sardar sukhdev singh dhindsa,  16,8.0
5161,219Part2,sanjay raut,  2,30.0
5162,219Part2,abani roy,  13,
5163,219Part2,k.n. balagopal,  17,12.0
5164,219Part2,syed azeez pasha,  11,35.0
5165,219Part2,ram narayan sahu,  9,
5166,219Part2,bhagwati singh,  16,12.0
5167,219Part2,brijlal khabri,  17,20.0
5168,219Part2,ambeth rajan,  15,9.0
5169,219Part2,nandamuri harikrishna,  10,
5170,219Part2,rahul bajaj,  17,12.0
5171,219Part2,rajaram,  15,
5172,219Part2,amir alam khan,  7,36.0
5173,219Part2,nand kishore yadav,  16,24.0
5174,219Part2,naresh agrawal,  14,17.0
5175,219Part2,m. rajasekara murthy, 9,
5176,219Part2,rajeev chandrasekhar, 2,30.0
5177,219Part2,sharad anantrao joshi,  16,12.0
5178,219Part2,m.v. mysura reddy,  15,
5179,219Part2,saman pathak,  16,7.0
5180,219Part2,k.e. ismail,  7,8.0
5181,219Part2,m.p. achuthan,  13,12.0
5182,219Part2,parimal nathwani,  7,28.0
5183,219Part2,mahmood a. madani,  11,
5184,219Part2,veer pal singh yadav,  17,5.0
5185,219Part2,munquad ali,  8,
5186,219Part2,avtar singh karimpuri,  17,
5187,219Part2,ganga charan,  16,
5188,219Part2,ram pal,  12,
5189,219Part2,anil kumar sahani,  17,40.0
5190,219Part2,manohar joshi,  11,37.0
5191,219Part2,m. venkaiah naidu,  11,
5192,219Part2,najma a. heptulla,  17,
5193,219Part2,s.s. ahluwalia, 17,25.0
5194,219Part2,m. rama jois, 15,
5195,219Part2,shanta kumar,  17,5.0
5196,219Part2,vikram verma,  17,
5197,219Part2,c.p. thakur,  12,
5198,219Part2,arun shourie,  6,
5199,219Part2,ravi shankar prasad,  10,33.0
5200,219Part2,n. balaganga,  15,13.0
5201,219Part2,balavant alias bal apte,  14,2.0
5202,219Part2,balbir punj,  15,
5203,219Part2,vinay katiyar,  15,
5204,219Part2,kalraj mishra,  14,29.0
5205,219Part2,birendra prasad baishya,  17,36.0
5206,219Part2,s. anbalagan,  15,22.0
5207,219Part2,a. elavarasan,  14,37.0
5208,219Part2,nand kumar sai, 15,45.0
5209,219Part2,lalit kishore chaturvedi,  16,31.0
5210,219Part2,parshottam rupala,  15,2.0
5211,219Part2,anusuiya uikey,  17,21.0
5212,219Part2,rajkumar dhoot,  4,38.0
5213,219Part2,raj mohinder singh majitha,  8,31.0
5214,219Part2,shivpratap singh, 12,
5215,219Part2,raghunandan sharma,  17,15.0
5216,219Part2,kusum rai,  11,32.0
5217,219Part2,rudra narayan pany,  13,23.0
5218,219Part2,pyarimohan mohapatra,  7,1.0
5219,219Part2,n.r. govindarajar,  16,33.0
5220,219Part2,naresh gujral,  17,
5221,219Part2,lalhming liana,  17,6.0
5222,219Part2,surendra motilal patel,  12,
5223,219Part2,bhagirathi majhi,  12,11.0
5224,219Part2,anil madhav dave,  16,
5225,219Part2,kaptan singh solanki,  17,35.0
5226,219Part2,kumar deepak das,  17,18.0
5227,219Part2,kishore kumar mohanty,  15,25.0
5228,219Part2,mangala kisan,  17,33.0
5229,219Part2,renubala pradhan,  14,6.0
5230,219Part2,bharatkumar raut,  17,22.0
5231,219Part2,bimla kashyap sood,  16,
5232,219Part2,arun jaitley,  LOP,
5233,219Part2,k. rahman khan, HDC,
5234,219Part2,maya singh,  17,22.0
5235,219Part2,bhagat singh koshyari, 16,30.0
5236,219Part2,rajiv pratap rudy,  14,29.0
5237,219Part2,ramdas agarwal,  11,36.0
5238,219Part2,vijaykumar rupani,  11,19.0
5239,219Part2,prakash javadekar,  17,37.0
5240,219Part2,om prakash mathur,  16,18.0
5241,219Part2,avinash rai khanna,  13,11.0
5242,219Part2,k.b. shanappa, 16,
5243,219Part2,shreegopal vyas, 17,36.0
5244,219Part2,prabhat jha,  17,40.0
5245,219Part2,kanjibhai patel,  15,21.0
5246,219Part2,narayan singh kesari,  15,
5247,219Part2,pravin naik,  16,
5248,219Part2,gyan prakash pilania,  15,40.0
5249,219Part2,jai prakash narayan singh, 16,31.0
5250,219Part2,natuji halaji thakor,  13,41.0
5251,219Part2,bharatsinh prabhatsinh parmar,  13,3.0
5252,219Part2,,,
5253,226,k. rahman khan, 14,
5254,226,k. rahman khan, 14,
5255,226,renuka chowdhury,  16,35.0
5256,226,renuka chowdhury,  16,35.0
5257,226,rasheed masood,  16,37.0
5258,226,rasheed masood,  16,37.0
5259,226,ananda bhaskar rapolu,  19,
5260,226,ananda bhaskar rapolu,  19,
5261,226,k. chiranjeevi,  13,
5262,226,k. chiranjeevi,  13,
5263,226,palvai govardhan reddy,  15,37.0
5264,226,palvai govardhan reddy,  15,37.0
5265,226,mahendra singh mahra, 17,35.0
5266,226,mahendra singh mahra, 17,35.0
5267,226,pradeep kumar balmuchu, 15,33.0
5268,226,pradeep kumar balmuchu, 15,33.0
5269,226,manmohan singh,  PM,
5270,226,ambika soni,  M,
5271,226,rajeev shukla,  M,
5272,226,anand sharma,  M,
5273,226,murli deora,  17,
5274,226,saif-ud-din soz,  19,20.0
5275,226,mohsina kidwai, 19,
5276,226,rishang keishing,  18,
5277,226,ashwani kumar,  M,
5278,226,janardan dwivedi,  18,
5279,226,praveen rashtrapal,  15,14.0
5280,226,praveen rashtrapal,  15,14.0
5281,226,chaudhary birender singh,  18,7.0
5282,226,narendra budania,  18,
5283,226,prabha thakur,  18,20.0
5284,226,alka balram kshatriya,  19,
5285,226,alka balram kshatriya,  19,
5286,226,parvez hashmi,  17,11.0
5287,226,parvez hashmi,  17,11.0
5288,226,ashk ali tak,  18,27.0
5289,226,ashk ali tak,  18,27.0
5290,226,shadi lal batra,  19,18.0
5291,226,shadi lal batra,  19,18.0
5292,226,p. kannan, 19,
5293,226,naznin faruque,  14,27.0
5294,226,a.k. antony,  M,
5295,226,s.m. krishna, M,
5296,226,ghulam nabi azad,  M,
5297,226,karan singh,  19,
5298,226,vayalar ravi,  M,
5299,226,jairam ramesh, M,
5300,226,g.k. vasan,  M,
5301,226,ahmed patel,  13,
5302,226,p.j. kurien,  HDC,
5303,226,p.j. kurien,  HDC,
5304,226,oscar fernandes, 18,1.0
5305,226,m.s. gill,  19,
5306,226,t. subbarami reddy,  18,37.0
5307,226,mani shankar aiyar,9,14.0
5308,226,jayanthi natarajan,  M,
5309,226,nandi yellaiah,  16,13.0
5310,226,bhubaneswar kalita,  11,17.0
5311,226,mukut mithi,  16,
5312,226,satish sharma,  19,
5313,226,satyavrat chaturvedi,  15,
5314,226,e.m. sudarsana natchiappan,  19,14.0
5315,226,shantaram naik, 18,21.0
5316,226,vijay jawaharlal darda,  11,34.0
5317,226,rama chandra khuntia,  16,40.0
5318,226,ram prakash,  19,10.0
5319,226,ram prakash,  19,10.0
5320,226,v. hanumantha rao,  15,4.0
5321,226,mohammad shafi,  18,
5322,226,vijaylaxmi sadho,  19,
5323,226,vijaylaxmi sadho,  19,
5324,226,b. s. gnanadesikan,  7,
5325,226,ishwar singh,  19,13.0
5326,226,ishwar singh,  19,13.0
5327,226,mohd. ali khan,  19,40.0
5328,226,mohd. ali khan,  19,40.0
5329,226,bhalchandra mungekar,15,9.0
5330,226,husain dalwai,  18,37.0
5331,226,abhishek manu singhvi,  4,
5332,226,jesudasu seelam,  17,
5333,226,dhiraj prasad sahu, 14,20.0
5334,226,p. bhattacharya,  13,22.0
5335,226,t. ratna bai,  19,38.0
5336,226,anil h. lad, 8,
5337,226,pankaj bora,  19,22.0
5338,226,avinash pande,  19,14.0
5339,226,k.v.p. ramachandra rao,  15,24.0
5340,226,biswajit daimary,  15,
5341,226,joy abraham,  18,4.0
5342,226,n. janardhana reddy,  2,
5343,226,motilal vora, 19,37.0
5344,226,mukul roy,  M,
5345,226,tariq anwar,  18,22.0
5346,226,sukhendu sekhar ray,  15,
5347,226,d. raja,  16,27.0
5348,226,devender goud t.,  19,46.0
5349,226,prasanta chatterjee,  17,9.0
5350,226,prasanta chatterjee,  17,9.0
5351,226,shashi bhusan behera,  17,
5352,226,shashi bhusan behera,  17,
5353,226,yogendra p. trivedi,  9,26.0
5354,226,derek o' brien,  18,
5355,226,kanimozhi,  15,31.0
5356,226,prem chand gupta,  18,
5357,226,shyamal chakraborty,  16,26.0
5358,226,mahendra prasad,  15,
5359,226,ram vilas paswan,  18,30.0
5360,226,kiranmay nanda,  10,
5361,226,d.p. tripathi,  19,23.0
5362,226,k.p. ramalingam,  14,40.0
5363,226,tarini kanta roy,  13,9.0
5364,226,kanwar deep singh,  17,42.0
5365,226,h.k. dua,5,6.0
5366,226,anu aga,18,
5367,226,rekha,1,
5368,226,ashok s. ganguly,12,
5369,226,javed akhtar,10,
5370,226,m.s. swaminathan,16,
5371,226,sachin ramesh tendulkar,1,
5372,226,vijay mallya, 3,15.0
5373,226,ram kripal yadav,  18,27.0
5374,226,janardhan waghmare,  17,33.0
5375,226,vasanthi stanley,  17,21.0
5376,226,t.m. selvaganapathi,  12,37.0
5377,226,b. jayashree,8,
