,session_no,question_by,question_type,question_count
437,219Part2,SHRI KANJIBHAI PATEL,STARRED,3
438,219Part2,SHRI KANJIBHAI PATEL,UNSTARRED,18
439,219Part2,SHRI KISHORE KUMAR MOHANTY,STARRED,3
440,219Part2,SHRI KISHORE KUMAR MOHANTY,UNSTARRED,22
441,219Part2,SHRI KRISHAN LAL BALMIKI,UNSTARRED,3
442,219Part2,SHRI KUMAR DEEPAK DAS,STARRED,2
443,219Part2,SHRI KUMAR DEEPAK DAS,UNSTARRED,16
444,219Part2,SHRI LALIT KISHORE CHATURVEDI,STARRED,3
445,219Part2,SHRI LALIT KISHORE CHATURVEDI,UNSTARRED,28
446,219Part2,SHRI M.V. MYSURA REDDEY,STARRED,3
447,219Part2,SHRI M.V. MYSURA REDDEY,UNSTARRED,35
448,219Part2,SHRI MAHENDRA MOHAN,UNSTARRED,13
449,219Part2,SHRI MANGALA KISAN,STARRED,1
450,219Part2,SHRI MANGALA KISAN,UNSTARRED,32
451,219Part2,SHRI MANOHAR JOSHI,STARRED,3
452,219Part2,SHRI MANOHAR JOSHI,UNSTARRED,34
453,219Part2,SHRI MOHAMMED AMIN,UNSTARRED,3
454,219Part2,SHRI MOINUL HASSAN,STARRED,2
455,219Part2,SHRI MOINUL HASSAN,UNSTARRED,23
456,219Part2,SHRI N. BALAGANGA,STARRED,1
457,219Part2,SHRI N. BALAGANGA,UNSTARRED,12
458,219Part2,SHRI N.K. SINGH,STARRED,4
459,219Part2,SHRI N.K. SINGH,UNSTARRED,32
460,219Part2,SHRI N.R. GOVINDARAJAR,STARRED,2
461,219Part2,SHRI N.R. GOVINDARAJAR,UNSTARRED,31
462,219Part2,SHRI NAND KISHORE YADAV,STARRED,5
463,219Part2,SHRI NAND KISHORE YADAV,UNSTARRED,19
464,219Part2,SHRI NANDI YELLAIAH,UNSTARRED,19
465,219Part2,SHRI NATUJI HALAJI THAKOR,STARRED,6
466,219Part2,SHRI NATUJI HALAJI THAKOR,UNSTARRED,35
467,219Part2,SHRI P.R. RAJAN,UNSTARRED,9
468,219Part2,SHRI PENUMALLI MADHU,STARRED,7
469,219Part2,SHRI PENUMALLI MADHU,UNSTARRED,31
470,219Part2,SHRI PERVEZ HASHMI,STARRED,1
471,219Part2,SHRI PERVEZ HASHMI,UNSTARRED,14
472,219Part2,SHRI PRASANTA CHATTERJEE,UNSTARRED,3
473,219Part2,SHRI R.C. SINGH,STARRED,3
474,219Part2,SHRI R.C. SINGH,UNSTARRED,33
475,219Part2,SHRI RAASHID ALVI,UNSTARRED,2
476,219Part2,SHRI RAGHUNANDAN SHARMA,UNSTARRED,15
477,219Part2,SHRI RAHUL BAJAJ,STARRED,1
478,219Part2,SHRI RAHUL BAJAJ,UNSTARRED,11
479,219Part2,SHRI RAJ MOHINDER SINGH MAJITHA,STARRED,4
480,219Part2,SHRI RAJ MOHINDER SINGH MAJITHA,UNSTARRED,27
481,219Part2,SHRI RAJIV CHANDRASEKHAR,UNSTARRED,1
482,219Part2,SHRI RAJNITI PRASAD,STARRED,1
483,219Part2,SHRI RAJNITI PRASAD,UNSTARRED,10
484,219Part2,SHRI RAMA CHANDRA KHUNTIA,STARRED,1
485,219Part2,SHRI RAMA CHANDRA KHUNTIA,UNSTARRED,29
486,219Part2,SHRI RAMDAS AGARWAL,STARRED,3
487,219Part2,SHRI RAMDAS AGARWAL,UNSTARRED,33
488,219Part2,SHRI RANJITSINH VIJAYSINH MOHITE PATIL,STARRED,4
489,219Part2,SHRI RANJITSINH VIJAYSINH MOHITE PATIL,UNSTARRED,26
490,219Part2,SHRI RUDRA NARAYAN PANY,STARRED,3
491,219Part2,SHRI RUDRA NARAYAN PANY,UNSTARRED,20
492,219Part2,SHRI S. ANBALAGAN,STARRED,2
493,219Part2,SHRI S. ANBALAGAN,UNSTARRED,20
494,219Part2,SHRI S.S. AHLUWALIA,STARRED,3
495,219Part2,SHRI S.S. AHLUWALIA,UNSTARRED,22
496,219Part2,SHRI SABIR ALI,UNSTARRED,5
497,219Part2,SHRI SAMAN PATHAK,UNSTARRED,7
498,219Part2,SHRI SANATAN BISI,UNSTARRED,1
499,219Part2,SHRI SANTOSH BAGRODIA,STARRED,1
500,219Part2,SHRI SANTOSH BAGRODIA,UNSTARRED,17
501,219Part2,SHRI SARDAR TARLOCHAN SINGH,UNSTARRED,3
502,219Part2,SHRI SHANTA KUMAR,STARRED,1
503,219Part2,SHRI SHANTA KUMAR,UNSTARRED,4
504,219Part2,SHRI SHARAD ANANTRAO JOSHI,STARRED,2
505,219Part2,SHRI SHARAD ANANTRAO JOSHI,UNSTARRED,10
506,219Part2,SHRI SHIVANAND TIWARI,STARRED,6
507,219Part2,SHRI SHIVANAND TIWARI,UNSTARRED,24
508,219Part2,SHRI SHREEGOPAL VYAS,STARRED,5
509,219Part2,SHRI SHREEGOPAL VYAS,UNSTARRED,31
510,219Part2,SHRI SHYAMAL CHAKRABORTY,UNSTARRED,17
511,219Part2,SHRI SYED AZEEZ PASHA,STARRED,3
512,219Part2,SHRI SYED AZEEZ PASHA,UNSTARRED,32
513,219Part2,SHRI T.T.V. DHINAKARAN,UNSTARRED,18
514,219Part2,SHRI TARINI KANTA ROY,STARRED,1
515,219Part2,SHRI TARINI KANTA ROY,UNSTARRED,2
516,219Part2,SHRI TARIQ ANWAR,STARRED,4
517,219Part2,SHRI TARIQ ANWAR,UNSTARRED,31
518,219Part2,SHRI TARLOCHAN SINGH,UNSTARRED,4
519,219Part2,SHRI THOMAS SANGMA,UNSTARRED,6
520,219Part2,SHRI VEER PAL SINGH YADAV,STARRED,1
521,219Part2,SHRI VEER PAL SINGH YADAV,UNSTARRED,4
522,219Part2,SHRI VIJAYKUMAR RUPANI,STARRED,2
523,219Part2,SHRI VIJAYKUMAR RUPANI,UNSTARRED,17
524,219Part2,SHRIMATI BRINDA KARAT,STARRED,4
525,219Part2,SHRIMATI BRINDA KARAT,UNSTARRED,12
526,219Part2,SHRIMATI MAYA SINGH,STARRED,3
527,219Part2,SHRIMATI MAYA SINGH,UNSTARRED,19
528,219Part2,SHRIMATI RENUBALA PRADHAN,STARRED,1
529,219Part2,SHRIMATI RENUBALA PRADHAN,UNSTARRED,5
530,219Part2,SHRIMATI SHOBHANA BHARTIA,STARRED,1
531,219Part2,SHRIMATI SHOBHANA BHARTIA,UNSTARRED,37
532,219Part2,SHRIMATI T. RATNA BAI,STARRED,3
533,219Part2,SHRIMATI T. RATNA BAI,UNSTARRED,32
534,219Part2,SMT. JAYANTHI NATARAJAN,STARRED,3
535,219Part2,SMT. JAYANTHI NATARAJAN,UNSTARRED,27
536,219Part2,Sardar Sukhdev Singh Dhindsa,STARRED,1
537,219Part2,Sardar Sukhdev Singh Dhindsa,UNSTARRED,7
538,219Part2,Shri Ali Anwar Ansari,UNSTARRED,5
539,219Part2,Shri Amar Singh,STARRED,1
540,219Part2,Shri Amar Singh,UNSTARRED,7
541,219Part2,Shri Ambeth Rajan,UNSTARRED,9
542,219Part2,Shri Avinash Rai Khanna,STARRED,2
543,219Part2,Shri Avinash Rai Khanna,UNSTARRED,9
544,219Part2,Shri B.K. Hariprasad,STARRED,3
545,219Part2,Shri B.K. Hariprasad,UNSTARRED,37
546,219Part2,Shri Brijlal Khabri,UNSTARRED,20
547,219Part2,Shri D. Raja,STARRED,1
548,219Part2,Shri D. Raja,UNSTARRED,20
549,219Part2,Shri Dhiraj Prasad Sahu,STARRED,3
550,219Part2,Shri Dhiraj Prasad Sahu,UNSTARRED,20
551,219Part2,Shri G. N. Ratanpuri,STARRED,2
552,219Part2,Shri G. N. Ratanpuri,UNSTARRED,14
553,219Part2,Shri H.K. Dua,UNSTARRED,1
554,219Part2,Shri K.N. Balagopal,STARRED,1
555,219Part2,Shri K.N. Balagopal,UNSTARRED,11
556,219Part2,Shri Kaptan Singh Solanki,STARRED,3
557,219Part2,Shri Kaptan Singh Solanki,UNSTARRED,32
558,219Part2,Shri Lalhming Liana,STARRED,2
559,219Part2,Shri Lalhming Liana,UNSTARRED,4
560,219Part2,Shri M.P. Achuthan,STARRED,2
561,219Part2,Shri M.P. Achuthan,UNSTARRED,10
562,219Part2,Shri Mani Shankar Aiyar,UNSTARRED,7
563,219Part2,Shri Mohammed Adeeb,STARRED,2
564,219Part2,Shri Mohammed Adeeb,UNSTARRED,25
565,219Part2,Shri Mohd. Ali Khan,STARRED,7
566,219Part2,Shri Mohd. Ali Khan,UNSTARRED,40
567,219Part2,Shri Motilal Vora,STARRED,3
568,219Part2,Shri Motilal Vora,UNSTARRED,15
569,219Part2,Shri Nand Kumar Sai,STARRED,5
570,219Part2,Shri Nand Kumar Sai,UNSTARRED,40
571,219Part2,Shri Naresh Agrawal,STARRED,1
572,219Part2,Shri Naresh Agrawal,UNSTARRED,16
573,219Part2,Shri Om Prakash Mathur,STARRED,3
574,219Part2,Shri Om Prakash Mathur,UNSTARRED,15
575,219Part2,Shri P. Rajeeve,STARRED,1
576,219Part2,Shri P. Rajeeve,UNSTARRED,35
577,219Part2,Shri Parimal Nathwani,UNSTARRED,28
578,219Part2,Shri Parshottam Rupala,UNSTARRED,2
579,219Part2,Shri Parvez Hashmi,STARRED,2
580,219Part2,Shri Parvez Hashmi,UNSTARRED,7
581,219Part2,Shri Prabhat Jha,STARRED,5
582,219Part2,Shri Prabhat Jha,UNSTARRED,35
583,219Part2,Shri Prakash Javadekar,STARRED,2
584,219Part2,Shri Prakash Javadekar,UNSTARRED,35
585,219Part2,Shri Praveen Rashtrapal,STARRED,3
586,219Part2,Shri Praveen Rashtrapal,UNSTARRED,23
587,219Part2,Shri Pyarimohan Mohapatra,UNSTARRED,1
588,219Part2,Shri Rajeev Chandrasekhar,STARRED,4
589,219Part2,Shri Rajeev Chandrasekhar,UNSTARRED,26
590,219Part2,Shri Rajeev Shukla,STARRED,1
591,219Part2,Shri Rajeev Shukla,UNSTARRED,2
592,219Part2,Shri Rajiv Pratap Rudy,STARRED,4
593,219Part2,Shri Rajiv Pratap Rudy,UNSTARRED,25
594,219Part2,Shri Rajkumar Dhoot,STARRED,4
595,219Part2,Shri Rajkumar Dhoot,UNSTARRED,34
596,219Part2,Shri Ravi Shankar Prasad,STARRED,5
597,219Part2,Shri Ravi Shankar Prasad,UNSTARRED,28
598,219Part2,Shri Sanjay Raut,STARRED,4
599,219Part2,Shri Sanjay Raut,UNSTARRED,26
600,219Part2,Shri Satyavrat Chaturvedi,STARRED,6
601,219Part2,Shri Satyavrat Chaturvedi,UNSTARRED,14
602,219Part2,Shri Shadi Lal Batra,STARRED,3
603,219Part2,Shri Shadi Lal Batra,UNSTARRED,13
604,219Part2,Shri Shantaram Naik,STARRED,3
605,219Part2,Shri Shantaram Naik,UNSTARRED,24
606,219Part2,Shri Sitaram Yechury,UNSTARRED,7
607,219Part2,Shri T.K. Rangarajan,STARRED,4
608,219Part2,Shri T.K. Rangarajan,UNSTARRED,20
609,219Part2,Shri Tapan Kumar Sen,STARRED,1
610,219Part2,Shri Tapan Kumar Sen,UNSTARRED,6
611,219Part2,Shri V. Hanumantha Rao,UNSTARRED,4
612,219Part2,Shri Vijay Jawaharlal Darda,STARRED,2
613,219Part2,Shri Vijay Jawaharlal Darda,UNSTARRED,29
614,219Part2,Smt. Jharna Das Baidya,UNSTARRED,1
615,219Part2,Smt. Kanimozhi,STARRED,5
616,219Part2,Smt. Kanimozhi,UNSTARRED,15
617,219Part2,Smt. Kusum Rai,STARRED,7
618,219Part2,Smt. Kusum Rai,UNSTARRED,25
619,219Part2,Smt. Mohsina Kidwai,STARRED,4
620,219Part2,Smt. Mohsina Kidwai,UNSTARRED,12
621,219Part2,Smt. Viplove Thakur,STARRED,3
622,219Part2,Smt. Viplove Thakur,UNSTARRED,35
623,220,DR. BARUN MUKHERJI,UNSTARRED,2
624,220,DR. GYAN PRAKASH PILANIA,STARRED,3
625,220,DR. GYAN PRAKASH PILANIA,UNSTARRED,51
626,220,DR. JANARDHAN WAGHMARE,STARRED,5
627,220,DR. JANARDHAN WAGHMARE,UNSTARRED,45
628,220,DR. PRABHA THAKUR,STARRED,2
629,220,DR. PRABHA THAKUR,UNSTARRED,17
630,220,DR. RAM PRAKASH,STARRED,4
631,220,DR. RAM PRAKASH,UNSTARRED,11
632,220,DR. YOGENDRA P. TRIVEDI,STARRED,5
633,220,DR. YOGENDRA P. TRIVEDI,UNSTARRED,24
634,220,Dr. Anil Kumar Sahani,STARRED,3
635,220,Dr. Anil Kumar Sahani,UNSTARRED,37
636,220,Dr. Bhalchandra Mungekar,STARRED,1
637,220,Dr. Bhalchandra Mungekar,UNSTARRED,3
638,220,Dr. E.M. Sudarsana Natchiappan,STARRED,2
639,220,Dr. E.M. Sudarsana Natchiappan,UNSTARRED,17
640,220,Dr. K.P. Ramalingam,STARRED,1
641,220,Dr. K.P. Ramalingam,UNSTARRED,14
642,220,Dr. K.V.P. Ramachandra Rao,STARRED,4
643,220,Dr. K.V.P. Ramachandra Rao,UNSTARRED,36
644,220,Dr. Prabhakar Kore,STARRED,1
645,220,Dr. Prabhakar Kore,UNSTARRED,4
646,220,Dr. T. Subbarami Reddy,STARRED,8
647,220,Dr. T. Subbarami Reddy,UNSTARRED,66
648,220,Dr. T.N. Seema,UNSTARRED,10
649,220,Dr. Vijay Mallya,STARRED,1
650,220,Dr. Vijay Mallya,UNSTARRED,4
651,220,MISS ANUSUIYA UIKEY,STARRED,3
652,220,MISS ANUSUIYA UIKEY,UNSTARRED,15
653,220,MISS MABEL REBELLO,STARRED,13
654,220,MISS MABEL REBELLO,UNSTARRED,28
655,220,MS. SUSHILA TIRIYA,STARRED,4
656,220,MS. SUSHILA TIRIYA,UNSTARRED,13
657,220,PROF. ALKA BALRAM KSHATRIYA,STARRED,5
658,220,PROF. ALKA BALRAM KSHATRIYA,UNSTARRED,20
659,220,PROF. M.S. SWAMINTHAN,UNSTARRED,1
660,220,Prof. P.J. Kurien,STARRED,4
661,220,Prof. P.J. Kurien,UNSTARRED,14
662,220,SHRI A. ELAVARASAN,STARRED,2
663,220,SHRI A. ELAVARASAN,UNSTARRED,34
664,220,SHRI A.A. JINNAH,UNSTARRED,2
665,220,SHRI AHMAD SAEED MALIHABADI,UNSTARRED,3
666,220,SHRI B.S. GNANADESIKAN,STARRED,3
667,220,SHRI B.S. GNANADESIKAN,UNSTARRED,21
668,220,SHRI BALAVANT ALIAS BAL APTE,STARRED,9
669,220,SHRI BALAVANT ALIAS BAL APTE,UNSTARRED,28
670,220,SHRI BHAGAT SINGH KOSHYARI,STARRED,4
671,220,SHRI BHAGAT SINGH KOSHYARI,UNSTARRED,26
672,220,SHRI BHARATKUMAR RAUT,STARRED,3
673,220,SHRI BHARATKUMAR RAUT,UNSTARRED,11
674,220,SHRI BHARATSINH PRABHATSINH PARMAR,STARRED,4
675,220,SHRI BHARATSINH PRABHATSINH PARMAR,UNSTARRED,35
676,220,SHRI BIRENDRA PRASAD BAISHYA,STARRED,3
677,220,SHRI BIRENDRA PRASAD BAISHYA,UNSTARRED,39
678,220,SHRI GANGA CHARAN,STARRED,1
679,220,SHRI GANGA CHARAN,UNSTARRED,5
680,220,SHRI GOVINDRAO ADIK,UNSTARRED,10
681,220,SHRI ISHWAR SINGH,STARRED,2
682,220,SHRI ISHWAR SINGH,UNSTARRED,22
683,220,SHRI JAI PRAKASH,UNSTARRED,7
684,220,SHRI JAI PRAKASH NARAYAN SINGH,STARRED,2
685,220,SHRI JAI PRAKASH NARAYAN SINGH,UNSTARRED,28
686,220,SHRI K.E. ISMAIL,STARRED,4
687,220,SHRI K.E. ISMAIL,UNSTARRED,27
688,220,SHRI KALRAJ MISHRA,STARRED,5
689,220,SHRI KALRAJ MISHRA,UNSTARRED,42
690,220,SHRI KANJIBHAI PATEL,STARRED,4
691,220,SHRI KANJIBHAI PATEL,UNSTARRED,35
692,220,SHRI KISHORE KUMAR MOHANTY,UNSTARRED,5
693,220,SHRI KUMAR DEEPAK DAS,STARRED,3
694,220,SHRI KUMAR DEEPAK DAS,UNSTARRED,37
695,220,SHRI M. RAMA JOIS,STARRED,1
696,220,SHRI M. RAMA JOIS,UNSTARRED,1
697,220,SHRI M.V. MYSURA REDDEY,STARRED,4
698,220,SHRI M.V. MYSURA REDDEY,UNSTARRED,55
699,220,SHRI MAHENDRA MOHAN,STARRED,6
700,220,SHRI MAHENDRA MOHAN,UNSTARRED,19
701,220,SHRI MAHMOOD A. MADANI,STARRED,1
702,220,SHRI MANGALA KISAN,UNSTARRED,5
703,220,SHRI MANOHAR JOSHI,STARRED,2
704,220,SHRI MANOHAR JOSHI,UNSTARRED,22
705,220,SHRI MOHAMMED AMIN,STARRED,1
706,220,SHRI MOHAMMED AMIN,UNSTARRED,1
707,220,SHRI MOHAN SINGH,STARRED,5
708,220,SHRI MOHAN SINGH,UNSTARRED,22
709,220,SHRI MOINUL HASSAN,STARRED,6
710,220,SHRI MOINUL HASSAN,UNSTARRED,27
711,220,SHRI N. BALAGANGA,STARRED,6
712,220,SHRI N. BALAGANGA,UNSTARRED,12
713,220,SHRI N.K. SINGH,STARRED,6
714,220,SHRI N.K. SINGH,UNSTARRED,56
715,220,SHRI NANDI YELLAIAH,UNSTARRED,34
716,220,SHRI NARAYAN SINGH KESARI,STARRED,1
717,220,SHRI NARAYAN SINGH KESARI,UNSTARRED,2
718,220,SHRI NATUJI HALAJI THAKOR,STARRED,3
719,220,SHRI NATUJI HALAJI THAKOR,UNSTARRED,34
720,220,SHRI O.T. LEPCHA,UNSTARRED,7
721,220,SHRI PERVEZ HASHMI,STARRED,1
722,220,SHRI PERVEZ HASHMI,UNSTARRED,12
723,220,SHRI PRAMOD KUREEL,UNSTARRED,1
724,220,SHRI PRASANTA CHATTERJEE,STARRED,1
725,220,SHRI PRASANTA CHATTERJEE,UNSTARRED,6
726,220,SHRI R.C. SINGH,STARRED,5
727,220,SHRI R.C. SINGH,UNSTARRED,67
728,220,SHRI RAASHID ALVI,STARRED,2
729,220,SHRI RAASHID ALVI,UNSTARRED,10
730,220,SHRI RAGHUNANDAN SHARMA,STARRED,1
731,220,SHRI RAGHUNANDAN SHARMA,UNSTARRED,21
732,220,SHRI RAJNITI PRASAD,STARRED,2
733,220,SHRI RAJNITI PRASAD,UNSTARRED,7
734,220,SHRI RAM DAS AGARWAL,STARRED,1
735,220,SHRI RAM DAS AGARWAL,UNSTARRED,1
736,220,SHRI RAMA CHANDRA KHUNTIA,STARRED,9
737,220,SHRI RAMA CHANDRA KHUNTIA,UNSTARRED,64
738,220,SHRI RAMDAS AGARWAL,STARRED,7
739,220,SHRI RAMDAS AGARWAL,UNSTARRED,48
740,220,SHRI RANJITSINH VIJAYSINH MOHITE PATIL,STARRED,2
741,220,SHRI RANJITSINH VIJAYSINH MOHITE PATIL,UNSTARRED,26
742,220,SHRI RASHEED MASOOD,STARRED,3
743,220,SHRI RASHEED MASOOD,UNSTARRED,7
744,220,SHRI RASHID ALVI,UNSTARRED,3
745,220,SHRI RUDRA NARAYAN PANY,STARRED,7
746,220,SHRI RUDRA NARAYAN PANY,UNSTARRED,42
747,220,SHRI S.S. AHLUWALIA,STARRED,2
748,220,SHRI S.S. AHLUWALIA,UNSTARRED,7
749,220,SHRI SABIR ALI,STARRED,7
750,220,SHRI SABIR ALI,UNSTARRED,48
751,220,SHRI SAMAN PATHAK,UNSTARRED,9
752,220,SHRI SHANTA KUMAR,STARRED,3
753,220,SHRI SHANTA KUMAR,UNSTARRED,10
754,220,SHRI SHIVANAND TIWARI,STARRED,3
755,220,SHRI SHIVANAND TIWARI,UNSTARRED,10
756,220,SHRI SHREEGOPAL VYAS,STARRED,6
757,220,SHRI SHREEGOPAL VYAS,UNSTARRED,43
758,220,SHRI SHYAM BENEGAL,UNSTARRED,1
759,220,SHRI SHYAMAL CHAKRABORTY,UNSTARRED,11
760,220,SHRI SILVIUS CONDPAN,STARRED,1
761,220,SHRI SILVIUS CONDPAN,UNSTARRED,3
762,220,SHRI SYED AZEEZ PASHA,STARRED,11
763,220,SHRI SYED AZEEZ PASHA,UNSTARRED,67
764,220,SHRI T.M. SELVAGANAPATHI,STARRED,4
765,220,SHRI T.M. SELVAGANAPATHI,UNSTARRED,25
766,220,SHRI TARINI KANTA ROY,STARRED,3
767,220,SHRI TARINI KANTA ROY,UNSTARRED,4
768,220,SHRI TARIQ ANWAR,STARRED,6
769,220,SHRI TARIQ ANWAR,UNSTARRED,30
770,220,SHRI THOMAS SANGMA,UNSTARRED,4
771,220,SHRI VEER PAL SINGH YADAV,UNSTARRED,4
772,220,SHRI VIJAYKUMAR RUPANI,STARRED,1
773,220,SHRI VIJAYKUMAR RUPANI,UNSTARRED,7
774,220,SHRIMATI BRINDA KARAT,STARRED,4
775,220,SHRIMATI BRINDA KARAT,UNSTARRED,31
776,220,SHRIMATI MAYA SINGH,STARRED,5
777,220,SHRIMATI MAYA SINGH,UNSTARRED,40
778,220,SHRIMATI RENUBALA PRADHAN,STARRED,1
779,220,SHRIMATI RENUBALA PRADHAN,UNSTARRED,6
780,220,SHRIMATI SHOBHANA BHARTIA,STARRED,9
781,220,SHRIMATI SHOBHANA BHARTIA,UNSTARRED,57
782,220,SHRIMATI T. RATNA BAI,STARRED,3
783,220,SHRIMATI T. RATNA BAI,UNSTARRED,69
784,220,Sardar Balwinder Singh Bhunder,STARRED,1
785,220,Sardar Balwinder Singh Bhunder,UNSTARRED,7
786,220,Sardar Sukhdev Singh Dhindsa,STARRED,5
787,220,Sardar Sukhdev Singh Dhindsa,UNSTARRED,25
788,220,Shri Ali Anwar Ansari,STARRED,2
789,220,Shri Ali Anwar Ansari,UNSTARRED,5
790,220,Shri Amar Singh,STARRED,2
791,220,Shri Amar Singh,UNSTARRED,21
792,220,Shri Ambeth Rajan,STARRED,2
793,220,Shri Ambeth Rajan,UNSTARRED,10
794,220,Shri Anil Madhav Dave,STARRED,2
795,220,Shri Anil Madhav Dave,UNSTARRED,28
796,220,Shri Ashk Ali Tak,UNSTARRED,13
797,220,Shri Avinash Rai Khanna,STARRED,4
798,220,Shri Avinash Rai Khanna,UNSTARRED,29
799,220,Shri Brijlal Khabri,STARRED,1
800,220,Shri Brijlal Khabri,UNSTARRED,15
801,220,Shri D. Raja,STARRED,8
802,220,Shri D. Raja,UNSTARRED,43
803,220,Shri Dhiraj Prasad Sahu,STARRED,5
804,220,Shri Dhiraj Prasad Sahu,UNSTARRED,54
805,220,Shri G. N. Ratanpuri,STARRED,2
806,220,Shri G. N. Ratanpuri,UNSTARRED,3
807,220,Shri H.K. Dua,STARRED,1
808,220,Shri H.K. Dua,UNSTARRED,8
809,220,Shri Ishwarlal Shankarlal Jain,STARRED,1
810,220,Shri Ishwarlal Shankarlal Jain,UNSTARRED,24
811,220,Shri K.N. Balagopal,STARRED,4
812,220,Shri K.N. Balagopal,UNSTARRED,51
813,220,Shri Kaptan Singh Solanki,STARRED,6
814,220,Shri Kaptan Singh Solanki,UNSTARRED,39
815,220,Shri Khekiho Zhimomi,UNSTARRED,1
816,220,Shri Lalhming Liana,UNSTARRED,1
817,220,Shri M.P. Achuthan,STARRED,6
818,220,Shri M.P. Achuthan,UNSTARRED,37
819,220,Shri Mani Shankar Aiyar,STARRED,5
820,220,Shri Mani Shankar Aiyar,UNSTARRED,30
821,220,Shri Mohammed Adeeb,STARRED,2
822,220,Shri Mohammed Adeeb,UNSTARRED,33
823,220,Shri Mohd. Ali Khan,STARRED,4
824,220,Shri Mohd. Ali Khan,UNSTARRED,59
825,220,Shri Motilal Vora,STARRED,10
826,220,Shri Motilal Vora,UNSTARRED,20
827,220,Shri Nand Kumar Sai,STARRED,9
828,220,Shri Nand Kumar Sai,UNSTARRED,54
829,220,Shri Narendra Budania,UNSTARRED,6
830,220,Shri Narendra Kumar Kashyap,STARRED,1
831,220,Shri Narendra Kumar Kashyap,UNSTARRED,7
832,220,Shri Naresh Agrawal,STARRED,3
833,220,Shri Naresh Agrawal,UNSTARRED,12
834,220,Shri Naresh Gujral,UNSTARRED,12
835,220,Shri Om Prakash Mathur,STARRED,2
836,220,Shri Om Prakash Mathur,UNSTARRED,22
837,220,Shri P. Rajeeve,STARRED,4
838,220,Shri P. Rajeeve,UNSTARRED,56
839,220,Shri Parimal Nathwani,UNSTARRED,58
840,220,Shri Parshottam Rupala,UNSTARRED,20
841,220,Shri Parvez Hashmi,STARRED,3
842,220,Shri Parvez Hashmi,UNSTARRED,18
843,220,Shri Paul Manoj Pandian,UNSTARRED,3
844,220,Shri Piyush Goyal,STARRED,1
845,220,Shri Piyush Goyal,UNSTARRED,11
846,220,Shri Prabhat Jha,STARRED,5
847,220,Shri Prabhat Jha,UNSTARRED,65
848,220,Shri Prakash Javadekar,STARRED,2
849,220,Shri Prakash Javadekar,UNSTARRED,48
850,220,Shri Praveen Rashtrapal,STARRED,4
851,220,Shri Praveen Rashtrapal,UNSTARRED,22
852,220,Shri Pyarimohan Mohapatra,STARRED,6
853,220,Shri Pyarimohan Mohapatra,UNSTARRED,21
854,220,Shri Rajeev Chandrasekhar,STARRED,8
855,220,Shri Rajeev Chandrasekhar,UNSTARRED,39
856,220,Shri Rajeev Shukla,STARRED,1
857,220,Shri Rajeev Shukla,UNSTARRED,5
858,220,Shri Rajiv Pratap Rudy,STARRED,4
859,220,Shri Rajiv Pratap Rudy,UNSTARRED,19
860,220,Shri Rajkumar Dhoot,STARRED,6
861,220,Shri Rajkumar Dhoot,UNSTARRED,48
862,220,Shri Ram Jethmalani,STARRED,7
863,220,Shri Ram Jethmalani,UNSTARRED,21
864,220,Shri Ram Kripal Yadav,STARRED,2
865,220,Shri Ram Kripal Yadav,UNSTARRED,15
866,220,Shri Ranbir Singh Parjapati,STARRED,1
867,220,Shri Ranbir Singh Parjapati,UNSTARRED,1
868,220,Shri Ravi Shankar Prasad,STARRED,4
869,220,Shri Ravi Shankar Prasad,UNSTARRED,34
870,220,Shri Sanjay Raut,STARRED,5
871,220,Shri Sanjay Raut,UNSTARRED,28
872,220,Shri Satyavrat Chaturvedi,STARRED,5
873,220,Shri Satyavrat Chaturvedi,UNSTARRED,32
874,220,Shri Shadi Lal Batra,STARRED,2
875,220,Shri Shadi Lal Batra,UNSTARRED,5
876,220,Shri Shantaram Naik,STARRED,4
877,220,Shri Shantaram Naik,UNSTARRED,46
878,220,Shri T.K. Rangarajan,STARRED,2
879,220,Shri T.K. Rangarajan,UNSTARRED,14
880,220,Shri Tapan Kumar Sen,UNSTARRED,5
881,220,Shri Tarun Vijay,UNSTARRED,9
882,220,Shri V. Hanumantha Rao,STARRED,4
883,220,Shri V. Hanumantha Rao,UNSTARRED,11
884,220,Shri Vijay Jawaharlal Darda,STARRED,3
885,220,Shri Vijay Jawaharlal Darda,UNSTARRED,46
886,220,Shri Y. S. Chowdary,STARRED,1
887,220,Shri Y. S. Chowdary,UNSTARRED,3
888,220,Smt. Bimla Kashyap Sood,STARRED,1
889,220,Smt. Bimla Kashyap Sood,UNSTARRED,19
890,220,Smt. Jharna Das Baidya,STARRED,1
891,220,Smt. Jharna Das Baidya,UNSTARRED,7
892,220,Smt. Kanimozhi,STARRED,3
893,220,Smt. Kanimozhi,UNSTARRED,30
894,220,Smt. Kusum Rai,STARRED,3
895,220,Smt. Kusum Rai,UNSTARRED,43
896,220,Smt. Mohsina Kidwai,STARRED,2
897,220,Smt. Mohsina Kidwai,UNSTARRED,12
898,220,Smt. Naznin Faruque,STARRED,1
899,220,Smt. Naznin Faruque,UNSTARRED,27
900,220,Smt. Viplove Thakur,STARRED,7
901,220,Smt. Viplove Thakur,UNSTARRED,43
902,221,DR. GYAN PRAKASH PILANIA,STARRED,8
903,221,DR. GYAN PRAKASH PILANIA,UNSTARRED,50
